smiles,solvent,log_lifetime
O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,CCO,0.6283889300503115
CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CC(C)O,0.5132176000679389
CCN(CC)c1ccc2c(c1)OC1=CC(N(CC)CC)C=CC1[C+]2c1ccccc1C(=O)O,CC(C)O,0.42975228000240795
CCNc1cc2oc3c/c(=[NH+]\CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,CC(C)O,0.5976951859255123
O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,CC(C)O,0.6394864892685861
O=C([O-])c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CC(C)O,0.6394864892685861
CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CCCO,0.5145477526602861
CCN(CC)c1ccc2c(c1)OC1=CC(N(CC)CC)C=CC1[C+]2c1ccccc1C(=O)O,CCCO,0.44560420327359757
CCNc1cc2oc3c/c(=[NH+]\CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,CCCO,0.5965970956264602
O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,CCCO,0.6454222693490919
O=C([O-])c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CCCO,0.6334684555795865
CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CCCCO,0.5276299008713387
CCN(CC)c1ccc2c(c1)OC1=CC(N(CC)CC)C=CC1[C+]2c1ccccc1C(=O)O,CCCCO,0.4742162640762552
CCNc1cc2oc3c/c(=[NH+]\CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,CCCCO,0.5899496013257077
O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,CCCCO,0.6434526764861874
O=C([O-])c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CCCCO,0.6334684555795865
CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CCCCCCO,0.5327543789924978
CCN(CC)c1ccc2c(c1)OC1=CC(N(CC)CC)C=CC1[C+]2c1ccccc1C(=O)O,CCCCCCO,0.4899584794248346
CCNc1cc2oc3c/c(=[NH+]\CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,CCCCCCO,0.5888317255942073
O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,CCCCCCO,0.651278013998144
O=C([O-])c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CCCCCCO,0.6304278750250238
CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CCCCCCCCO,0.534026106056135
CCN(CC)c1ccc2c(c1)OC1=CC(N(CC)CC)C=CC1[C+]2c1ccccc1C(=O)O,CCCCCCCCO,0.5024271199844327
CCNc1cc2oc3c/c(=[NH+]\CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,CCCCCCCCO,0.5831987739686227
O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,CCCCCCCCO,0.6551384348113821
O=C([O-])c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CCCCCCCCO,0.6201360549737576
O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,O,-0.9393021596463883
O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,CO,-0.3010299956639812
O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,CCO,-0.2479515521805615
O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,CC(C)O,-0.1804560644581313
CCC(=O)c1ccc2cc(N(C)C)ccc2c1,C1CCCCC1,0.20411998265592482
CCC(=O)c1ccc2cc(N(C)C)ccc2c1,c1ccccc1,0.5185139398778874
CCC(=O)c1ccc2cc(N(C)C)ccc2c1,OCC(O)CO,0.5797835966168101
CCC(=O)c1ccc2cc(N(C)C)ccc2c1,O,0.3222192947339193
c1ccc2ccccc2c1,C1CCCCC1,1.9822712330395684
C[Si](C)(C)c1cccc2ccccc12,C1CCCCC1,1.806179973983887
C[SiH](C)c1cccc2ccccc12,C1CCCCC1,1.7853298350107671
CC(C)(C)[Si](C)(C)c1cccc2ccccc12,C1CCCCC1,1.7481880270062005
CCCCCCCC[Si](C)(C)c1cccc2ccccc12,C1CCCCC1,1.792391689498254
C[SiH](C)c1ccc([SiH](C)C)c2ccccc12,C1CCCCC1,1.4771212547196624
CC(C)(C)[Si](C)(C)c1ccc([Si](C)(C)C(C)(C)C)c2ccccc12,C1CCCCC1,1.0791812460476249
COc1ccc([Si](C)(C)C)c2ccccc12,C1CCCCC1,1.0
C[Si](C)(C)c1ccc(C#N)c2ccccc12,C1CCCCC1,1.041392685158225
C[Si](C)(C)c1cccc2c(C#N)cccc12,C1CCCCC1,0.9030899869919435
C[Si](C)(C)C#Cc1cccc2ccccc12,C1CCCCC1,0.9542425094393249
C[Si](C)(C)C#Cc1ccc(C#C[Si](C)(C)C)c2ccccc12,C1CCCCC1,0.3010299956639812
CCCCCCCCCCCCn1cccc1/C=C/c1cc(OCCCC)c(/C=C/c2cccn2CCCCCCCCCCCC)cc1OCCCC,Cc1ccccc1,0.10037054511756291
CCCCCCCCCCCCn1cccc1/C=C/c1ccc(/C=C/c2cccn2CCCCCCCCCCCC)cc1,Cc1ccccc1,0.02530586526477026
N#Cc1cc2ccc(cc2)c2cccc3cccc(c4ccc(cc4)cc(C#N)c4ccc(cc4)c4cccc5cccc(c6ccc1cc6)c54)c32,Cc1ccccc1,1.3138672203691535
CCCCCCCCc1ccc(-c2ccc(/C=C(\C#N)c3ccc(-c4cccc5cccc(-c6ccc(/C(C#N)=C/c7ccc(-c8ccc(CCCCCCCC)cc8)cc7)cc6)c45)cc3)cc2)cc1,Cc1ccccc1,0.6901960800285137
ClP1(Cl)=NP(Cl)(Cl)=NP(Cl)(Oc2ccc3ccc4cccc5ccc2c3c45)=N1,ClCCl,0.5170638734826547
ClP1(Cl)=N[P@@](Cl)(Oc2ccc3ccc4cccc5ccc2c3c45)=N[P@@](Cl)(Oc2ccc3ccc4cccc5ccc2c3c45)=N1,ClCCl,0.3047058982127654
ClP1(Cl)=N[P@](Cl)(Oc2ccc3ccc4cccc5ccc2c3c45)=N[P@@](Cl)(Oc2ccc3ccc4cccc5ccc2c3c45)=N1,ClCCl,0.47986311302309775
c1ccc2c(c1)OP1(=NP3(=NP(Oc4ccc5ccc6cccc7ccc4c5c67)(Oc4ccc5ccc6cccc7ccc4c5c67)=N1)Oc1ccccc1-c1ccccc1O3)Oc1ccccc1-2,ClCCl,0.08919836680514887
c1ccc2c(c1)OP1(=NP(Oc3ccc4ccc5cccc6ccc3c4c56)(Oc3ccc4ccc5cccc6ccc3c4c56)=NP(Oc3ccc4ccc5cccc6ccc3c4c56)(Oc3ccc4ccc5cccc6ccc3c4c56)=N1)Oc1ccccc1-2,ClCCl,0.09096307659573168
c1cc2ccc3ccc(OP4(Oc5ccc6ccc7cccc8ccc5c6c78)=NP(Oc5ccc6ccc7cccc8ccc5c6c78)(Oc5ccc6ccc7cccc8ccc5c6c78)=NP(Oc5ccc6ccc7cccc8ccc5c6c78)(Oc5ccc6ccc7cccc8ccc5c6c78)=N4)c4ccc(c1)c2c34,ClCCl,0.3972445810103864
CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4ccc(C5=C6C(C)=CC(C)=[N+]6[B-](F)(F)n6c(C)cc(C)c65)cc4)s3)N(CC(CC)CCCC)C(=O)C2=C1c1cccs1,Cc1ccccc1,0.5877109650189114
CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4ccc(C5=C6C(C)=CC(C)=[N+]6[B-](F)(F)n6c(C)cc(C)c65)cc4)s3)N(CC(CC)CCCC)C(=O)C2=C1c1ccc(-c2ccc(C3=C4C(C)=CC(C)=[N+]4[B-](F)(F)n4c(C)cc(C)c43)cc2)s1,Cc1ccccc1,0.5263392773898441
CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,O,-0.45050628678498683
CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,CC#N,-0.46890445312997203
CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,CCO,-0.33554607141884246
CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,OCC(O)CO,-0.3250470519514347
COc1ccccc1-c1nc(-c2ccccc2)c2ccccn12,CC#N,0.8750612633917001
C(=C/c1nc(-c2ccccc2)c2ccccn12)\c1nc(-c2ccccc2)c2ccccn12,CC#N,0.0
O=C(O)c1ccccc1-c1nc(-c2ccccc2)c2ccccn12,CC#N,0.7403626894942439
O=C(O)c1ccc(-c2nc(-c3ccccc3)c3ccccn23)cc1,CC#N,0.17609125905568124
O=C(O)c1ccc(-c2nc(-c3ccccc3)c3c4ccccc4ccn23)cc1,CC#N,0.3979400086720376
O=C(O)c1ccc(-c2ccc(-c3nc(-c4ccccc4)c4ccccn34)cc2)s1,CC#N,0.17609125905568124
O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,CCO,1.1812717715594616
CCCCCCCCCCCCN1C(=O)c2cccc3c(N(Cc4ccccn4)Cc4ccccn4)c4ccccc4c(c23)C1=O,CCO,0.7419390777291989
CC(=O)N(Cc1ccccn1)c1c2ccccc2c2c3c(cccc13)C(=O)N(Cc1ccccn1)C2=O,CCO,0.22010808804005508
O=C1NC(=O)c2ccc(N3CCCCC3)c3cccc1c23,ClC(Cl)Cl,0.9475317456955932
O=C1NC(=O)c2ccc(N3CCOCC3)c3cccc1c23,ClC(Cl)Cl,0.9369658971078701
O=C1NC(=O)c2ccc(N3CCCCC3)c3cccc1c23,ClCCl,0.8465226684162868
O=C1NC(=O)c2ccc(N3CCOCC3)c3cccc1c23,ClCCl,0.9230885154423993
O=C1NC(=O)c2ccc(N3CCCCC3)c3cccc1c23,C1CCOC1,0.8465226684162868
O=C1NC(=O)c2ccc(N3CCOCC3)c3cccc1c23,C1CCOC1,0.9230885154423993
Cc1ccc(N(CC(=O)[O-])CC(=O)[O-])cc1OCCOc1cc(-c2cc3ccc(C(=O)[O-])cc3[nH]2)ccc1N(CC(=O)[O-])CC(=O)[O-],O,0.146128035678238
COc1cc(N(CC(=O)[O-])CC(=O)[O-])c2ncccc2c1,O,-0.07572071393811836
O=C([O-])COc1cc(NC(=O)c2ccc(-c3c4cc(Cl)c(=O)cc-4oc4cc(O)c(Cl)cc34)c(C(=O)[O-])c2)ccc1N(CC(=O)[O-])CC(=O)[O-],O,0.08278537031645007
COc1cc2cc(-c3ccc(C(=O)OCOC(C)=O)cc3C(=O)OCOC(C)=O)oc2cc1N1CCOCCOCCN(c2cc3oc(-c4ccc(C(=O)OCOC(C)=O)cc4C(=O)OCOC(C)=O)cc3cc2OC)CCOCCOCC1,O,-0.2839966563652008
COc1cc(N2CCOCCOCCN(c3cc(OC)c(NC(=O)c4ccc(-c5c6cc(Cl)c(=O)cc-6oc6cc([O-])c(Cl)cc56)c(C(=O)[O-])c4)cc3OC)CCOCC2)c(OC)cc1NC(=O)c1ccc(-c2c3cc(Cl)c(=O)cc-3oc3cc([O-])c(Cl)cc23)c(C(=O)[O-])c1,O,0.05307844348341968
CCN1CCCc2cc3c(cc21)Oc1cc2c(cc1=N3)C(CS(=O)(=O)[O-])CC(C)(C)[N+]=2CCCC(=O)[O-],O,0.5563025007672873
CN(C)c1ccc2cc3ccc(N(C)C)cc3nc2c1,O,0.3010299956639812
Nc1ccc2c(-c3ccc(C(=O)CN4C(=O)CCC4=O)cc3C(=O)[O-])c3ccc(=[NH2+])c(S(=O)(=O)[O-])c-3oc2c1S(=O)(=O)[O-],O,0.6127838567197355
CC1(CCCCC(=O)NCCCCCCO)C(/C=C/C=C/C=C2/N(CCCS(=O)(=O)[O-])c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,O,0.0
CC1=CC(C)=[N+]2C1=Cc1ccc(CCC(=O)ON3C(=O)CCC3=O)n1[B-]2(F)F,CO,0.7558748556724915
CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,CCO,0.3979400086720376
CN1/C(=C/C=C/C2=[N+](CCCCCC(=O)O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,O,-0.5228787452803376
NC(=O)C1=CN([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)C[C@@H]3O)O2)C=CC1,O,-0.3979400086720376
CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,O,0.47712125471966244
c1ccc2[nH]ccc2c1,O,0.6522463410033232
Nc1ncc2nc[nH]c2n1,O,1.0546130545568877
N[C@@H](Cc1ccc(O)cc1)C(=O)O,O,0.5145477526602861
Nc1ccccc1C(=O)O,O,0.9344984512435677
N#Cc1c2ccccc2cc2ccccc12,CO,1.2041199826559248
N#Cc1c2ccccc2cc2ccccc12,C1CCCCC1,1.1038037209559568
O=S(=O)([O-])CCC[n+]1c2ccccc2cc2ccccc21,O,1.4941545940184429
CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,O,0.24054924828259971
CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CO,0.3979400086720376
NNC(=O)N1C(=O)c2cc(S(=O)(=O)[O-])cc3c(N)c(S(=O)(=O)[O-])cc(c23)C1=O,O,0.7558748556724915
O=S(=O)([O-])c1cc(S(=O)(=O)Cl)ccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,O,0.6232492903979004
N#Cc1cccc2[nH]ccc12,O,0.9590413923210935
N#Cc1ccc2[nH]ccc2c1,O,-0.5228787452803376
N#Cc1ccc2cc[nH]c2c1,O,-0.22184874961635637
N#Cc1cccc2cc[nH]c12,O,0.3010299956639812
N#Cc1cc2ccccc2[nH]1,C1CCOC1,0.4623979978989561
N#Cc1c[nH]c2ccccc12,C1CCOC1,0.4913616938342727
N#Cc1cccc2[nH]ccc12,C1CCOC1,0.724275869600789
N#Cc1ccc2[nH]ccc2c1,C1CCOC1,0.6434526764861874
N#Cc1ccc2cc[nH]c2c1,C1CCOC1,0.568201724066995
N#Cc1cccc2cc[nH]c12,C1CCOC1,0.8388490907372553
N#Cc1cc2ccccc2[nH]1,C1COCCO1,0.4623979978989561
N#Cc1c[nH]c2ccccc12,C1COCCO1,0.47712125471966244
N#Cc1cccc2[nH]ccc12,C1COCCO1,0.724275869600789
N#Cc1ccc2[nH]ccc2c1,C1COCCO1,0.6232492903979004
N#Cc1ccc2cc[nH]c2c1,C1COCCO1,0.5910646070264992
N#Cc1cccc2cc[nH]c12,C1COCCO1,0.8750612633917001
N#Cc1cc2ccccc2[nH]1,CC#N,-0.045757490560675115
N#Cc1c[nH]c2ccccc12,CC#N,0.25527250510330607
N#Cc1cccc2[nH]ccc12,CC#N,0.7323937598229685
N#Cc1ccc2[nH]ccc2c1,CC#N,0.6434526764861874
N#Cc1ccc2cc[nH]c2c1,CC#N,0.5797835966168101
N#Cc1cccc2cc[nH]c12,CC#N,0.9030899869919435
N#Cc1cccc2[nH]ccc12,CC(C)O,0.7558748556724915
N#Cc1ccc2[nH]ccc2c1,CC(C)O,0.6627578316815741
N#Cc1ccc2cc[nH]c2c1,CC(C)O,0.568201724066995
N#Cc1cccc2cc[nH]c12,CC(C)O,0.9542425094393249
N#Cc1cccc2[nH]ccc12,CCO,0.7558748556724915
N#Cc1ccc2[nH]ccc2c1,CCO,0.6334684555795865
N#Cc1ccc2cc[nH]c2c1,CCO,0.568201724066995
N#Cc1cccc2cc[nH]c12,CCO,0.9395192526186185
N#Cc1cccc2[nH]ccc12,CO,0.7634279935629373
N#Cc1ccc2[nH]ccc2c1,CO,0.4623979978989561
N#Cc1ccc2cc[nH]c2c1,CO,0.5440680443502757
N#Cc1cccc2cc[nH]c12,CO,0.9138138523837167
N#Cc1cccc2[nH]ccc12,NC=O,0.8920946026904804
N#Cc1ccc2[nH]ccc2c1,NC=O,0.7323937598229685
N#Cc1ccc2cc[nH]c2c1,NC=O,0.6232492903979004
N#Cc1cccc2cc[nH]c12,NC=O,1.1958996524092338
N#Cc1cccc2[nH]ccc12,OCC(F)(F)F,0.7993405494535817
N#Cc1ccc2[nH]ccc2c1,OCC(F)(F)F,-1.0
N#Cc1ccc2cc[nH]c2c1,OCC(F)(F)F,-0.09691001300805639
N#Cc1cccc2cc[nH]c12,OCC(F)(F)F,0.07918124604762482
N#Cc1ccc2cc[nH]c2c1,[2H]OC([2H])([2H])C(F)(F)F,0.04139268515822507
N#Cc1cc2ccccc2[nH]1,CS(C)=O,-0.3979400086720376
N#Cc1c[nH]c2ccccc12,CS(C)=O,-0.6989700043360187
N#Cc1cccc2[nH]ccc12,CS(C)=O,0.8692317197309762
N#Cc1ccc2[nH]ccc2c1,CS(C)=O,0.8512583487190752
N#Cc1ccc2cc[nH]c2c1,CS(C)=O,0.6334684555795865
N#Cc1cccc2cc[nH]c12,CS(C)=O,1.1613680022349748
N#Cc1cccc2[nH]ccc12,[2H]O[2H],0.9684829485539351
N#Cc1ccc2[nH]ccc2c1,[2H]O[2H],-0.3979400086720376
N#Cc1ccc2cc[nH]c2c1,[2H]O[2H],-0.09691001300805639
N#Cc1cccc2cc[nH]c12,[2H]O[2H],0.36172783601759284
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,C1CCCCC1,0.4409090820652177
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,ClC(Cl)(Cl)Cl,0.6127838567197355
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCCCOCCCC,0.6180480967120927
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCOCC,0.6483600109809317
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCCC#N,0.6570558528571039
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CN(C)C=O,0.6384892569546373
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CC1COC(=O)O1,0.6434526764861874
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCCCCCCCCCO,0.6222140229662954
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CC(C)O,0.6127838567197355
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCCCCO,0.5965970956264602
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCCCO,0.5921767573958667
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCCO,0.5797835966168101
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,OCCO,0.3979400086720376
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,OCC(O)CO,0.290034611362518
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,OCC(F)(F)F,0.24551266781414982
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,OC(C(F)(F)F)C(F)(F)F,-0.026872146400301365
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,[2H]OC,0.6232492903979004
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,[2H]OCC,0.6592028774645311
Cc1ccc2sc3cc(CCC(=O)O)ccc3c(=O)c2c1,CC#N,-1.154901959985743
Cc1ccc2sc3cc(CCC(=O)O)ccc3c(=O)c2c1,CC(C)O,0.11394335230683678
Cc1ccc2sc3cc(CCC(=O)O)ccc3c(=O)c2c1,CCO,0.2304489213782739
Cc1ccc2sc3cc(CCC(=O)O)ccc3c(=O)c2c1,CO,0.4065401804339551
Cc1ccc2sc3cc(CCC(=O)O)ccc3c(=O)c2c1,OCCO,0.6627578316815741
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,C1CCCCC1,-1.193820026016113
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,c1ccccc1,-0.6968039425795111
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,CC#N,-0.42481215507233894
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,CO,-0.8297382846050426
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,CN(C)C=O,-0.712198270069774
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,CS(C)=O,-0.707743928643524
Nc1ccccn1,C1CCCCC1,1.3838153659804313
Nc1ccccn1,CCOCC,1.0334237554869496
Nc1ccccn1,CCO,0.7075701760979364
Nc1ccccn1,CC#N,0.6989700043360189
Nc1cccnc1,C1CCCCC1,1.423245873936808
Nc1cccnc1,CCOCC,0.8864907251724818
Nc1cccnc1,CCO,0.8129133566428556
Nc1cccnc1,CC#N,0.6627578316815741
Nc1ccccn1,O,1.3873898263387294
Nc1cccnc1,O,1.3242824552976926
Nc1cccc[nH+]1,O,1.0492180226701815
CC/C=C/C=C/C=C/C=C/CCCCCCCC(=O)O,CCCCO,0.17609125905568124
CC/C=C/C=C/C=C/C=C/CCCCCCCC(=O)O,CCCCCCCCCC,0.4913616938342727
CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,CO,0.11394335230683678
CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,CCOCC,0.7075701760979364
CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,CCCCCC,0.6532125137753437
CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,CCCCO,0.3979400086720376
CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,CCCCCCCCCC,0.7160033436347992
