ANCHORING_GROUP;PEAK_ABSORPTION_SOLUTION;DONOR;STRUCTURE;PEAK_ABSORPTION_METAL_OXIDE;METAL_OXIDE;SOLVENT;AGGREGATION;DOI
misc;660;coumarin;O=c1cc(C)c2c(o1)cc(cc2)Oc1ccc2c(c1)/C/1=N/c3[nH]c(c4c3cc(cc4)Oc3ccc4c(c3)oc(=O)cc4C)/N=C/3\N=C(/N=c/4\[nH]/c(=N\C2=N1)/c1cc(ccc41)Oc1ccc2c(c1)oc(=O)cc2C)c1c3cc(cc1)Oc1ccc2c(c1)oc(=O)cc2C;625;TiO2;dichloromethane;HYPSOCHROMIC;10.1016/j.molstruc.2013.12.028
cyanoacrylic,carboxylic;472;triphenylamine;CCCC1(CCC)c2ccccc2c2c1c1c3ccccc3C(c1c1c2C(CCC)(CCC)c2c1ccc(c2)N(c1ccc(cc1)c1sc(c2c1OCCO2)C=C(C(=O)O)C#N)c1ccc(cc1)OC)(CCC)CCC;421;TiO2;dichloromethane;HYPSOCHROMIC;10.1016/j.jpowsour.2013.12.032
cyanoacrylic,carboxylic;482;triphenylamine;CCCCCCC1(CCCCCC)c2cc(ccc2c2c1c1c3ccccc3C(c1c1c2C(CCCCCC)(CCCCCC)c2c1cccc2)(CCCCCC)CCCCCC)N(c1ccc(cc1)c1sc(c2c1OCCO2)C=C(C(=O)O)C#N)c1ccc(cc1)OC;437;TiO2;dichloromethane;HYPSOCHROMIC;10.1016/j.jpowsour.2013.12.032
cyanoacrylic,carboxylic;469;triphenylamine,phenothiazine;CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1;436;TiO2;dichloromethane;HYPSOCHROMIC;10.1039/C5TA01665G
cyanoacrylic,carboxylic;478;triphenylamine,phenothiazine;CCCCCCOc1ccc(cc1)N1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1;465;TiO2;dichloromethane;HYPSOCHROMIC;10.1039/C5TA01665G
cyanoacrylic,carboxylic;491;triphenylamine,phenothiazine,carbazole;CCCCCCn1c2ccc(cc2c2c1cccc2)N1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1;481;TiO2;dichloromethane;UNCHANGED;10.1039/C5TA01665G
cyanoacrylic,carboxylic;487;triphenylamine,phenothiazine;CCCCCCC1(CCCCCC)c2cc(ccc2c2c1cccc2)N1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1;480;TiO2;dichloromethane;UNCHANGED;10.1039/C5TA01665G
malononitrile;504;indoline;CCCCCCc1cc(sc1c1ccc(s1)C=c1sc(=C(C#N)C#N)[nH]c1=O)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C;525;TiO2;dichloromethane;BATHOCHROMIC;10.1002/asia.201402608
malononitrile;538;indoline;CCCCCCc1cc(sc1c1ccc(s1)C=c1sc(=C(C#N)C#N)[nH]c1=O)c1ccc(c2c1nsn2)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C;540;TiO2;dichloromethane;UNCHANGED;10.1002/asia.201402608
pyridine,malononitrile;582;indoline;CCCCCCc1cc(sc1c1ccc(s1)C=c1sc(=C(C#N)C#N)[nH]c1=O)c1ncc(c2c1nsn2)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C;580;TiO2;dichloromethane;UNCHANGED;10.1002/asia.201402608
benzoic,carboxylic;620;triphenylamine,perylene,anthracene;O=C1OC(=O)c2c3c1cc(Sc1ccccc1)c1c3c(c(c2)Sc2ccccc2)c2c3c1ccc(c3ccc2)N(c1ccc(cc1)C(CC(C)(C)C)(C)C)c1ccc(cc1)C(CC(C)(C)C)(C)C;506;TiO2;dichloromethane;HYPSOCHROMIC;10.1002/cssc.200800068
cyanoacrylic,carboxylic;395;triphenylamine;N#C/C(=C\c1ccc(cc1)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O;395;TiO2;dichloromethane;UNCHANGED;10.1021/jp902206g
cyanoacrylic,carboxylic;424;triphenylamine;N#C/C(=C\c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)/C(=O)O;416;TiO2;dichloromethane;UNCHANGED;10.1021/jp902206g
cyanoacrylic,carboxylic;409;triphenylamine;N#C/C(=C\c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O;398;TiO2;dichloromethane;HYPSOCHROMIC;10.1021/jp902206g
cyanoacrylic,carboxylic;456;carbazole;CCCCCCc1nc(sc1c1ccc2c(c1)c1ccccc1n2CCCCCCCC)c1nc(c(s1)c1ccc(s1)C=C(C(=O)O)C#N)CCCCCC;441;TiO2;dichloromethane;HYPSOCHROMIC;10.1039/c3ra00181d
cyanoacrylic,carboxylic;457;triphenylamine;CCCCCCc1nc(sc1c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1sc(c(n1)CCCCCC)c1ccc(s1)C=C(C(=O)O)C#N;433;TiO2;dichloromethane;HYPSOCHROMIC;10.1039/c3ra00181d
cyanoacrylic,carboxylic;464;indoline;CCCCCCc1nc(sc1c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C)c1nc(c(s1)c1ccc(s1)C=C(C(=O)O)C#N)CCCCCC;436;TiO2;dichloromethane;HYPSOCHROMIC;10.1039/c3ra00181d
cyanoacrylic,carboxylic;495;triphenylamine;N#C/C(=C\c1sc2c(c1)[Si](c1c2sc(c1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)(C)C)/C(=O)O;420;TiO2;dichloromethane;HYPSOCHROMIC;10.1021/acsaem.9b00782
cyanoacrylic,carboxylic;506;triphenylamine;CCCCCCCC[Si]1(CCCCCCCC)c2cc(sc2c2c1cc(s2)/C=C(/C(=O)O)\C#N)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1;485;TiO2;dichloromethane;HYPSOCHROMIC;10.1021/acsaem.9b00782
cyanoacrylic,carboxylic;532;triphenylamine;CCCCCCCC[Si]1(CCCCCCCC)c2cc(sc2c2c1cc(s2)/C=C(/C(=O)O)\C#N)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC;485;TiO2;dichloromethane;HYPSOCHROMIC;10.1021/acsaem.9b00782
cyanoacrylic,carboxylic;529;indoline;N#CC(=Cc1ccc(s1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C)C(=O)O;500;TiO2;dichloromethane;HYPSOCHROMIC;10.1021/am400754d
cyanoacrylic,carboxylic;531;indoline;CCCCCCc1cc(sc1C=C(C(=O)O)C#N)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C;500;TiO2;dichloromethane;HYPSOCHROMIC;10.1021/am400754d
cyanoacrylic,carboxylic;471;triphenylamine,carbazole;N#C/C(=C\c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)n1c2ccccc2c2c1cccc2)c1ccc(cc1)I)/C(=O)O;420;TiO2;dichloromethane;HYPSOCHROMIC;10.1039/c3cp51633d
cyanoacrylic,carboxylic;454;triphenylamine,carbazole;N#C/C(=C\c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)n1c2ccccc2c2c1cccc2)c1ccc(cc1)n1c2ccccc2c2c1cccc2)/C(=O)O;420;TiO2;dichloromethane;HYPSOCHROMIC;10.1039/c3cp51633d
cyanoacrylic,carboxylic;486;triphenylamine,carbazole;N#C/C(=C\c1sc(c2c1OCCO2)c1ccc(cc1)N(c1ccc(cc1)n1c2ccccc2c2c1cccc2)c1ccc(cc1)n1c2ccccc2c2c1cccc2)/C(=O)O;420;TiO2;dichloromethane;HYPSOCHROMIC;10.1039/c3cp51633d
pyridine;443;triphenylamine;CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1sc2c(c1)[Si](c1c2sc(c1)c1ccncc1)(CC(CCCC)CC)CC(CCCC)CC;439;TiO2;dichloromethane;UNCHANGED;10.1039/C9DT02600B
pyridine;445;triphenylamine;CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1sc2c(c1)[Ge](c1c2sc(c1)c1ccncc1)(CC(CCCC)CC)CC(CCCC)CC;439;TiO2;dichloromethane;UNCHANGED;10.1039/C9DT02600B
benzoic,carboxylic;501;triphenylamine,carbazole,perylene,anthracene;CCCCCCCCOc1cc(C)cc(c1n1c2cc(C#Cc3ccc(cc3)N(c3ccc(cc3)OCCCCCC)c3ccc(cc3)OCCCCCC)c3c4c2c2c1cc(C#Cc1ccc(cc1)C(=O)O)c1c2c(c4ccc3)ccc1)OCCCCCCCC;478;TiO2;dichloromethane;HYPSOCHROMIC;10.1039/C6RA18221F
benzoic,carboxylic;532;triphenylamine,carbazole,perylene,anthracene;CCCCCCCCOc1cc(C)cc(c1n1c2cc(C#Cc3ccc(cc3)N(c3ccc(cc3)OCCCCCC)c3ccc(cc3)OCCCCCC)c3c4c2c2c1cc(C#Cc1ccc(c5c1nsn5)c1ccc(cc1)C(=O)O)c1c2c(c4ccc3)ccc1)OCCCCCCCC;484;TiO2;dichloromethane;HYPSOCHROMIC;10.1039/C6RA18221F
cyanoacrylic,carboxylic;525;triphenylamine,carbazole,perylene,anthracene;CCCCCCCCOc1cc(C)cc(c1n1c2cc(C#Cc3ccc(cc3)N(c3ccc(cc3)OCCCCCC)c3ccc(cc3)OCCCCCC)c3c4c2c2c1cc(C#Cc1sc5c(c1)C(c1c5sc(c1)C=C(C(=O)O)C#N)(CCCCCC)CCCCCC)c1c2c(c4ccc3)ccc1)OCCCCCCCC;519;TiO2;dichloromethane;UNCHANGED;10.1039/C6RA18221F
cyanoacrylic,carboxylic;497;misc;N#C/C(=C\c1ccc(cc1)C=C1C=C(OC(=C1)c1ccccc1)c1ccccc1)/C(=O)O;429;TiO2;dichloromethane;HYPSOCHROMIC;10.1016/j.orgel.2011.11.020
cyanoacrylic,carboxylic;439;misc;N#C/C(=C\c1ccc(cc1)C(=C1C=C(OC(=C1)c1ccccc1)c1ccccc1)c1ccccc1)/C(=O)O;445;TiO2;dichloromethane;UNCHANGED;10.1016/j.orgel.2011.11.020
cyanoacrylic,carboxylic;436;misc;N#C/C(=C\c1ccc(cc1)c1ccc(cc1)C(=C1C=C(OC(=C1)c1ccccc1)c1ccccc1)c1ccccc1)/C(=O)O;442;TiO2;dichloromethane;UNCHANGED;10.1016/j.orgel.2011.11.020
cyanoacrylic,carboxylic;433;misc;N#C/C(=C\c1ccc(cc1)c1ccc(cc1)C(=C1C=C(OC(=C1)c1ccccc1)c1ccccc1)C)/C(=O)O;400;TiO2;dichloromethane;HYPSOCHROMIC;10.1016/j.orgel.2011.11.020
cyanoacrylic,carboxylic;491;misc;N#C/C(=C\c1ccc(cc1)C=C1C=C(OC(=C1)c1ccc(cc1)F)c1ccc(cc1)F)/C(=O)O;400;TiO2;dichloromethane;HYPSOCHROMIC;10.1246/cl.2011.510
cyanoacrylic,carboxylic;488;misc;N#C/C(=C\c1ccc(cc1)C=C1C=C(OC(=C1)c1ccc(cc1)Cl)c1ccc(cc1)Cl)/C(=O)O;410;TiO2;dichloromethane;HYPSOCHROMIC;10.1246/cl.2011.510
cyanoacrylic,carboxylic;487;misc;N#C/C(=C\c1ccc(cc1)C=C1C=C(OC(=C1)c1ccc(cc1)I)c1ccc(cc1)I)/C(=O)O;420;TiO2;dichloromethane;HYPSOCHROMIC;10.1246/cl.2011.510
cyanoacrylic,carboxylic;531;indoline;N#C/C(=C/c1ccc(s1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C)/C(=O)O;497;TiO2;dichloromethane;HYPSOCHROMIC;10.1021/am508623e
cyanoacrylic,carboxylic;557;indoline;CCCCCCCCC1(CCCCCCCC)c2cc(sc2c2c1cc(s2)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc2c(c1)[C@H]1CCC[C@H]1N2c1ccc(cc1)C)/C=C(/C(=O)O)\C#N;497;TiO2;dichloromethane;HYPSOCHROMIC;10.1021/am508623e
cyanoacrylic,carboxylic;478;triphenylamine;CCCCC[C@@H](COc1ccc(cc1)N(c1ccc(cc1)OC[C@H](CCCC)CC)c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)CC;518;TiO2;dichloromethane;BATHOCHROMIC;10.1021/am508623e
benzoic,carboxylic;476;misc;CCCCC(Cn1c2cc(sc2c2c1c1c(c3c2nsn3)c2c(n1CC(CCCC)CC)cc(s2)C#Cc1ccc(cc1)C(=O)O)c1ccc(cc1)OCC(CCCC)CC)CC;506;TiO2;dichloromethane;BATHOCHROMIC;10.1016/j.dyepig.2019.107999
benzoic,carboxylic;512;misc;CCCCC(Cn1c2cc(sc2c2c1c1c(c3c2nsn3)c2c(n1CC(CCCC)CC)cc(s2)c1ccc(cc1)OCC(CCCC)CC)C#Cc1ccc(c2c1nsn2)c1ccc(cc1)C(=O)O)CC;564;TiO2;dichloromethane;BATHOCHROMIC;10.1016/j.dyepig.2019.107999
benzoic,carboxylic;523;triphenylamine;CCCCC(Cn1c2cc(sc2c2c1c1c(c3c2nsn3)c2c(n1CC(CCCC)CC)cc(s2)C#Cc1ccc(c2c1nsn2)c1ccc(cc1)C(=O)O)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)CC;573;TiO2;dichloromethane;BATHOCHROMIC;10.1016/j.dyepig.2019.107999
cyanoacrylic,carboxylic;531;triphenylamine;CCCCC(COc1ccc(cc1)N(c1ccc(cc1)OCC(CCCC)CC)c1ccc(cc1)c1ccc(c2c1nc1c(n2)c2ccccc2C2(c3c1cccc3)c1ccccc1c1c2cccc1)c1ccc(o1)C=C(C(=O)O)C#N)CC;531;TiO2;dichloromethane;UNCHANGED;10.1002/gch2.201900034
cyanoacrylic,carboxylic;545;misc;CCCCC(CN(c1ccc(cc1)c1ccc(c2c1nc1c(n2)c2ccccc2C2(c3c1cccc3)c1ccccc1c1c2cccc1)c1ccc(o1)C=C(C(=O)O)C#N)CC(CCCC)CC)CC;545;TiO2;dichloromethane;UNCHANGED;10.1002/gch2.201900034
cyanoacrylic,carboxylic;490;carbazole;CCCCC(Cn1c2ccc(cc2c2c1cccc2)c1ccc(c2c1nc1c(n2)c2ccccc2C2(c3c1cccc3)c1ccccc1c1c2cccc1)c1ccc(o1)C=C(C(=O)O)C#N)CC;490;TiO2;dichloromethane;UNCHANGED;10.1002/gch2.201900034
carboxylic,rhodanine;487;misc;CCN(c1ccc(c(c1)O)/C=C/1\SC(=S)N(C1=O)CC(=O)O)CC;400;TiO2;dichloromethane;HYPSOCHROMIC;10.1016/j.dyepig.2019.02.045
carboxylic,rhodanine;492;misc;CCCCCCOc1cc(ccc1/C=C/1\SC(=S)N(C1=O)CC(=O)O)N(CC)CC;400;TiO2;dichloromethane;HYPSOCHROMIC;10.1016/j.dyepig.2019.02.045
carboxylic,rhodanine;560;misc;CCCCCCOc1cc(ccc1/C=C(/c1ccc(s1)/C=C/1\SC(=S)N(C1=O)CC(=O)O)\C#N)N(CC)CC;400;TiO2;dichloromethane;HYPSOCHROMIC;10.1016/j.dyepig.2019.02.045
carboxylic,rhodanine;566;misc;CCCCCCOc1cc(ccc1/C=C/c1ccc(s1)/C=C/1\SC(=S)N(C1=O)CC(=O)O)N(CC)CC;400;TiO2;dichloromethane;HYPSOCHROMIC;10.1016/j.dyepig.2019.02.045
carboxylic;558;misc;CCN(c1ccc(c(c1)O)/C=C/c1sc2c([n+]1CC(=O)O)cccc2)CC.[Br-];500;TiO2;dichloromethane;HYPSOCHROMIC;10.1016/j.jphotochem.2019.03.043
carboxylic;564;misc;CCN(c1ccc(c(c1)OC)/C=C/c1sc2c([n+]1CC(=O)O)cccc2)CC.[Br-];500;TiO2;dichloromethane;HYPSOCHROMIC;10.1016/j.jphotochem.2019.03.043
carboxylic;558;misc;CCOc1cc(ccc1/C=C/c1sc2c([n+]1CC(=O)O)cccc2)N(CC)CC.[Br-];500;TiO2;dichloromethane;HYPSOCHROMIC;10.1016/j.jphotochem.2019.03.043
carboxylic;559;misc;CCCCOc1cc(ccc1/C=C/c1sc2c([n+]1CC(=O)O)cccc2)N(CC)CC.[Br-];500;TiO2;dichloromethane;HYPSOCHROMIC;10.1016/j.jphotochem.2019.03.043
carboxylic;546;misc;CCCCCCOc1cc(ccc1/C=C/c1sc2c([n+]1CC(=O)O)cccc2)N(CC)CC.[Br-];500;TiO2;dichloromethane;HYPSOCHROMIC;10.1016/j.jphotochem.2019.03.043
cyanoacrylic,carboxylic;518;indoline;N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C)/C(=O)O;440;TiO2;dichloromethane;HYPSOCHROMIC;10.1021/sc500035j
cyanoacrylic,carboxylic;545;indoline;N#C/C(=C\c1ccc(s1)c1ccc(c2c1nsn2)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C)/C(=O)O;510;TiO2;dichloromethane;HYPSOCHROMIC;10.1021/sc500035j
cyanoacrylic,carboxylic;494;indoline;CCCCCCCCn1nc2c(n1)c(ccc2c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C;446;TiO2;dichloromethane;HYPSOCHROMIC;10.1021/am503891q
cyanoacrylic,carboxylic;514;indoline;CCCCCCCCn1nc2c(n1)c(ccc2c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C)c1cc2c(s1)C(c1c2sc(c1)/C=C(/C(=O)O)\C#N)(CCCCCCCC)CCCCCCCC;490;TiO2;dichloromethane;HYPSOCHROMIC;10.1021/am503891q
cyanoacrylic,carboxylic;514;indoline;CCCCCCCCn1nc2c(n1)c(ccc2c1ccc2c(c1)C1CCCC1N2c1ccc(cc1)C)c1cc2c(s1)C(c1c2sc(c1)/C=C(/C(=O)O)\C#N)(C)C;491;TiO2;dichloromethane;HYPSOCHROMIC;10.1021/am503891q
cyanoacrylic,carboxylic;447;triphenylamine;N#CC(=Cc1ccc2c3c1cccc3c1c2c(c2ccc(cc2)N(c2ccccc2)c2ccccc2)c2c(c1c1ccc(cc1)N(c1ccccc1)c1ccccc1)cccc2)C(=O)O;440;TiO2;dichloromethane;UNCHANGED;10.1016/j.tet.2012.09.013
cyanoacrylic,carboxylic;439;triphenylamine;N#CC(=Cc1ccc(s1)c1ccc2c3c1cccc3c1c2c(c2ccc(cc2)N(c2ccccc2)c2ccccc2)c2c(c1c1ccc(cc1)N(c1ccccc1)c1ccccc1)cccc2)C(=O)O;439;TiO2;dichloromethane;UNCHANGED;10.1016/j.tet.2012.09.013
cyanoacrylic,carboxylic;417;triphenylamine;N#CC(=Cc1ccc(cc1)c1ccc2c3c1cccc3c1c2c(c2ccc(cc2)N(c2ccccc2)c2ccccc2)c2c(c1c1ccc(cc1)N(c1ccccc1)c1ccccc1)cccc2)C(=O)O;417;TiO2;dichloromethane;UNCHANGED;10.1016/j.tet.2012.09.013
cyanoacrylic,carboxylic;311;triphenylamine;N#CC(=Cc1ccc(cc1)c1ccc(cc1)C(=C(c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O;340;TiO2;dichloromethane;BATHOCHROMIC;10.1002/cjoc.201201081
cyanoacrylic,carboxylic;309;triphenylamine;N#CC(=Cc1ccc(s1)c1ccc(cc1)C(=C(c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O;340;TiO2;dichloromethane;BATHOCHROMIC;10.1002/cjoc.201201081
cyanoacrylic,carboxylic;310;triphenylamine;N#CC(=Cc1ccc(o1)c1ccc(cc1)C(=C(c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O;350;TiO2;dichloromethane;BATHOCHROMIC;10.1002/cjoc.201201081
cyanoacrylic,carboxylic;470;triphenylamine;N#CC(=Cc4ccc(c1ccc(cc1)N(c2ccccc2)c3ccccc3)s4)C(=O)O;470;TiO2;dichloromethane;UNCHANGED;10.1002/cjoc.201201081
cyanoacrylic,carboxylic;483;indoline;N#CC(=Cc5ccc(c1ccc3c(c1)C4CCCC4(N3(c2ccc(cc2)C)))s5)C(=O)O;442;TiO2;dichloromethane;HYPSOCHROMIC;10.1007/s11426-016-0148-1
cyanoacrylic,carboxylic;529;indoline;N#CC(=Cc5ccc(C=Cc1ccc3c(c1)C4CCCC4(N3(c2ccc(cc2)C)))s5)C(=O)O;467;TiO2;dichloromethane;HYPSOCHROMIC;10.1007/s11426-016-0148-1
cyanoacrylic,carboxylic;523;indoline;N#CC(=Cc6c1OCCOc1c(c2ccc4c(c2)C5CCCC5(N4(c3ccc(cc3)C)))s6)C(=O)O;445;TiO2;dichloromethane;HYPSOCHROMIC;10.1007/s11426-016-0148-1
cyanoacrylic,carboxylic;528;indoline;N#CC(=Cc5c(cc(c1ccc3c(c1)C4CCCC4(N3(c2ccc(cc2)C)))s5)CCCCCC)C(=O)O;442;TiO2;dichloromethane;HYPSOCHROMIC;10.1007/s11426-016-0148-1
cyanoacrylic,carboxylic;438;carbazole;CCCCCCC1(CCCCCC)c2cc(ccc2c2c1cc(cc2)c1ccc(s1)N(c1ccc(s1)c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1c2ccc(c1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C;427;TiO2;dichloromethane;HYPSOCHROMIC;10.1002/ejoc.201600190
cyanoacrylic,carboxylic;451;carbazole;CCCCCCC1(CCCCCC)c2cc(ccc2c2c1cc(cc2)c1ccc(s1)N(c1ccc(s1)c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1c2ccc(c1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)c1ccc(cc1)c1ccc(s1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C;445;TiO2;dichloromethane;UNCHANGED;10.1002/ejoc.201600190
cyanoacrylic,carboxylic;405;triphenylamine;N#CC(=Cc1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O;422;TiO2;dichloromethane;BATHOCHROMIC;10.1002/ejoc.201600190
cyanoacrylic,carboxylic;423;triphenylamine;CCCC1(CCC)c2cc(ccc2c2c1cc(cc2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1nc(nc(n1)c1ccc2c(c1)C(CCC)(CCC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)c1ccc2c(c1)C(CCC)(CCC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1;420;TiO2;dichloromethane;UNCHANGED;10.1016/j.dyepig.2019.02.013
cyanoacrylic,carboxylic;490;triphenylamine;CCCC1(CCC)c2cc(ccc2c2c1cc(cc2)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1nc(nc(n1)c1ccc2c(c1)C(CCC)(CCC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)c1ccc2c(c1)C(CCC)(CCC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1;490;TiO2;dichloromethane;UNCHANGED;10.1016/j.dyepig.2019.02.013
cyanoacrylic,carboxylic;429;triphenylamine;CCCC1(CCC)c2cc(ccc2c2c1cc(cc2)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1nc(nc(n1)c1ccc2c(c1)C(CCC)(CCC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)c1ccc2c(c1)C(CCC)(CCC)c1c2ccc(c1)c1ccc(s1)/C=C(\C(=O)O)/C#N;470;TiO2;dichloromethane;BATHOCHROMIC;10.1016/j.dyepig.2019.02.013
benzoic,carboxylic;448;triphenylamine,anthracene;CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1c2ccccc2c(c2c1cccc2)C#CC#Cc1ccc(cc1)C(=O)O;428;TiO2;dichloromethane;HYPSOCHROMIC;10.1016/j.electacta.2017.09.098
benzoic,carboxylic;511;triphenylamine,anthracene;CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)C#Cc1c2ccccc2c(c2c1cccc2)C#CC#Cc1ccc(cc1)C(=O)O;476;TiO2;dichloromethane;HYPSOCHROMIC;10.1016/j.electacta.2017.09.098
cyanoacrylic,carboxylic;505;triphenylamine,anthracene;CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)C#Cc1c2ccccc2c(c2c1cccc2)C#CC#Cc1ccc(cc1)C=C(C(=O)O)C#N;478;TiO2;dichloromethane;HYPSOCHROMIC;10.1016/j.electacta.2017.09.098
cyanoacrylic,carboxylic;498;truxene;CCCC1(CCC)c2ccccc2c2c1c1c3cc(ccc3C(c1c1c2C(CCC)(CCC)c2c1cccc2)(CCC)CCC)C(c1ccc(cc1)c1sc(c2c1OCCO2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OC;475;TiO2;dichloromethane;HYPSOCHROMIC;10.1021/jp301406x
cyanoacrylic,carboxylic;520;triphenylamine;CCCC1(CCC)c2ccc(cc2c2c1c1c3cc(ccc3C(c1c1c2C(CCC)(CCC)c2c1cccc2)(CCC)CCC)N(c1ccc(cc1)c1sc(c2c1OCCO2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OC)N(c1ccc(cc1)c1sc(c2c1OCCO2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OC;490;TiO2;dichloromethane;HYPSOCHROMIC;10.1021/jp301406x
cyanoacrylic,carboxylic;501;triphenylamine;CCCC1(CCC)c2ccccc2c2c1c1c3ccc(cc3Cc1c1c2C(CCC)(CCC)c2c1cccc2)N(c1ccc(cc1)c1sc(c2c1OCCO2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)c1sc(c2c1OCCO2)/C=C(/C(=O)O)\C#N;480;TiO2;dichloromethane;HYPSOCHROMIC;10.1021/jp301406x
cyanoacrylic,carboxylic;558;misc;N#C/C(=C\c1ccc(s1)c1c(c2ccccc2)c(c2n1cccc2)C)/C(=O)O;480;TiO2;dichloromethane;HYPSOCHROMIC;10.1039/C6CC02247B
cyanoacrylic,carboxylic;605;misc;CCCCCCOc1ccc(c(c1)OCCCCCC)c1ccc(cc1)c1c(CC(CCCC)CC)c2n(c1c1ccc(s1)/C=C(/C(=O)O)\C#N)ccc(c2)c1ccc(cc1OCCCCCC)OCCCCCC;535;TiO2;dichloromethane;HYPSOCHROMIC;10.1039/C6CC02247B
